,llama_gc_full_answer,llama_gc_guess,llama_gc_ask_confidence,llama_gc_tok_confidence
7461,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9993643035850083
7462,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.7305448197801139
7463,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.6483179448823536
7464,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.9988852068316348
7465,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.7304795504431301
7466,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.8507979228242744
7467,"[Guess]: Yes

[Confidence]: 0.8",Yes,0.8,0.9997578253893002
7468,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9795702926756716
7469,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9990164189150462
7470,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.8804756898747292
7471,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.9322772166709195
7472,"[Guess]: Yes

[Confidence]: 0.9",Yes,0.9,0.9982022239115208
7473,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.6785511278538612
7474,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.9663587969921306
7475,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9966957439286321
7476,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9984453091144135
7477,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.981721617553474
7478,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9989997626833588
7479,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.97695096290188
7480,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.5308292314158779
7481,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9901833999899613
7482,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.998769606969735
7483,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9967593409676141
7484,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9993258493894669
7485,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9998051307913051
7486,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997751026550465
7487,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9989130403966591
7488,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9995504255461258
7489,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998641198829178
7490,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997802263800086
7491,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9996737114689046
7492,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9963189466717537
7493,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.9697142325337093
7494,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.9988460758849678
7495,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.9230189985805721
7496,"[Guess]: Yes

[Confidence]: 0.95",Yes,0.95,0.9999325320955504
7497,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9976825899611519
7498,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.6785643534320014
7499,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.994617031526351
7500,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9979830021808774
7501,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.8667016788483345
7502,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.8925377540852703
7503,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.9966610471893877
7504,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.957532275111259
7505,"[Guess]: Yes

[Confidence]: 0.9",Yes,0.9,0.9998891476534775
7506,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.892202940003115
7507,"[Guess]: Yes

[Confidence]: 1.0",Yes,1.0,0.9999079788972756
7508,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.8799240440445645
7509,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.923838615666788
7510,"[Guess]: Yes

[Confidence]: 0.9",Yes,0.9,0.9994905207678149
7511,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9977520093132182
7512,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.9819134069489012
7513,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997961936663362
7514,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9995691249326423
7515,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9993337066942177
7516,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9995847281389071
7517,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9980182659130015
7518,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9997185069241106
7519,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9993301351896878
7520,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9995794873330658
7521,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9995684103053505
7522,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9996192713421875
7523,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.8806720279709378
7524,"[Guess]: Yes

[Confidence]: 0.9",Yes,0.9,0.9999208513000997
7525,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.9817543628220212
7526,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.4987191590689651
7527,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.9238394278769646
7528,"[Guess]: Yes

[Confidence]: 0.8",Yes,0.8,0.9946002858478933
7529,"[Guess]: Yes

[Confidence]: 0.9",Yes,0.9,0.9997683108334782
7530,"[Guess]: Yes

[Confidence]: 0.9",Yes,0.9,0.9999300290398373
7531,"[Guess]: Yes

[Confidence]: 0.9",Yes,0.9,0.9990059492213764
7532,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.9705317784205761
7533,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.979502007881085
7534,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.8663387310254587
7535,"[Guess]: Yes

[Confidence]: 0.9",Yes,0.9,0.9998896243796895
7536,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.891413362196457
7537,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.7047889915873912
7538,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.6207826024514167
7539,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.9319476452519868
7540,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.6502357371490832
7541,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.9962744553641936
7542,"[Guess]: Yes

[Confidence]: 0.8",Yes,0.8,0.9983851802317157
7543,"[Guess]: Yes

[Confidence]: 0.9",Yes,0.9,0.9998750842669973
7544,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.6494265670910219
7545,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9988818764192404
7546,"[Guess]: Yes

[Confidence]: 0.8",Yes,0.8,0.9991799171082788
7547,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.9789759498687969
7548,"[Guess]: Yes

[Confidence]: 0.9",Yes,0.9,0.9998430260128396
7549,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.9970972404856085
7550,"[Guess]: Yes

[Confidence]: 0.8",Yes,0.8,0.9997878524828802
7551,"[Guess]: Yes

[Confidence]: 0.8",Yes,0.8,0.9996947981882445
7552,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.9397088489150013
7553,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.9703813377549778
7554,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.998720140236102
7555,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.7540099568454098
7556,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.7298304185517626
7557,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.9667339935765069
7558,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.8515340904679125
7559,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.6509573482032199
7560,"[Guess]: Yes

[Confidence]: 0.9",Yes,0.9,0.9999460011086556
7561,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.7052360008037616
7562,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9987067042409875
7563,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.9957805845285489
7564,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.9837730267399557
7565,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9986056485346647
7566,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.9667543811174298
7567,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.5302390328977575
7568,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.9984085892719605
7569,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.9702848106806036
7570,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9982356024446811
7571,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.9931593234272054
7572,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.9815837673247507
7573,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.999829321431075
7574,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9995938997316154
7575,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.9666853079521834
7576,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9858055695659299
7577,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.8659809806909667
7578,"[Guess]: Yes

[Confidence]: 0.8",Yes,0.8,0.9963082968215402
7579,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9979204360566788
7580,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9979993870206783
7581,"[Guess]: Yes

[Confidence]: 0.9",Yes,0.9,0.999746744406739
7582,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9971284117003312
7583,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9996862204234057
7584,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.9041285763204421
7585,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.5619352608547695
7586,"[Guess]: Yes

[Confidence]: 0.8",Yes,0.8,0.9993513264933989
7587,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.9134699194868083
7588,"[Guess]: Yes

[Confidence]: 0.9",Yes,0.9,0.9997994110116466
7589,"[Guess]: Yes

[Confidence]: 0.9",Yes,0.9,0.9994361006233499
7590,"[Guess]: Yes

[Confidence]: 0.8",Yes,0.8,0.9995398255744422
7591,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.7767564123162584
7592,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.7758273912591374
7593,"[Guess]: Yes

[Confidence]: 0.9",Yes,0.9,0.9998244355402137
7594,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.6184901240787934
7595,"[Guess]: Yes

[Confidence]: 0.8",Yes,0.8,0.9994703953367013
7596,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.817161805850232
7597,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9913467888486112
7598,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.6209890682943566
7599,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.7040776604476693
7600,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.9985434796454068
7601,"[Guess]: Yes

[Confidence]: 0.9",Yes,0.9,0.9997160049351446
7602,"[Guess]: Yes

[Confidence]: 0.8",Yes,0.8,0.9991119648382822
7603,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.9973886433590807
7604,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.8170036585215091
7605,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.835175418302301
7606,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9985854397829974
7607,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.991348663998845
7608,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.678816618994017
7609,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.7547257809470779
7610,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.6510725364353577
7611,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.9320895127967325
7612,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9923301092815467
7613,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.9043598759636803
7614,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.976826278667039
7615,"[Guess]: Yes

[Confidence]: 0.8",Yes,0.8,0.9981955721841402
7616,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.5302798677543561
7617,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.9839154160819027
7618,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.9991858678751279
7619,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.9701507149478816
7620,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9932425799691506
7621,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9992271678726418
7622,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9997451954870006
7623,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.892229510176106
7624,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.9614807464165601
7625,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.966220888495786
7626,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.8659466564062189
7627,"[Guess]: Yes

[Confidence]: 0.8",Yes,0.8,0.998181556417662
7628,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.985651166836638
7629,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9987724608721443
7630,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.5905062130704813
7631,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.8516380057739354
7632,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.8793634009672895
7633,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.7052273415766132
7634,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.9872063192127273
7635,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.9237985291637226
7636,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9818141124483641
7637,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9974557684106871
7638,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9986093337614997
7639,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.9836672413208283
7640,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9993069210412878
7641,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.9818269834250959
7642,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997661660603684
7643,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998538707700327
7644,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998454094489259
7645,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998404042309772
7646,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9946964041156748
7647,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9997236300680686
7648,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9991195807405769
7649,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9146128786054115
7650,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.621994788875947
7651,"[Guess]: Yes

[Confidence]: 0.9",Yes,0.9,0.9996185566208589
7652,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.6509831119671674
7653,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.5909756448075572
7654,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.9974148518861007
7655,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9977485676873558
7656,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.5923716331801916
7657,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9874447752039287
7658,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9923244745755461
7659,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9947099683112075
7660,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997991726845671
7661,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998093015118814
7662,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9996236787289411
7663,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.8172253339536437
7664,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9874870864295162
7665,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.7052584690515947
7666,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.9459663226687562
7667,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9996559611731926
7668,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999152493809891
7669,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9996482179709064
7670,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998945109092205
7671,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999330088642737
7672,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9996729966795573
7673,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998822350907428
7674,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999132231714799
7675,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9963166983863372
7676,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.99992609570002
7677,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9999191826344888
7678,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9967678686410826
7679,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997795114417571
7680,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998691253359875
7681,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.999884976265166
7682,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9932365820976888
7683,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9994565818665491
7684,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997734344799872
7685,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9996034288071798
7686,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9997474593070107
7687,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.5308139812090363
7688,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.93977212248469
7689,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9998757993463431
7690,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9974635962644832
7691,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.99843378187355
7692,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.7979376865440244
7693,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9995971157713713
7694,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.998246887537486
7695,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.999317397030244
7696,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.9235569801090014
7697,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9953138920809768
7698,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.9523572100434667
7699,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9940174863145014
7700,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9857730169260064
7701,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.996724521571139
7702,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.8512381364929611
7703,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9463253136083404
7704,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.9522182915990706
7705,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.9383696461046372
7706,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.5591489634623857
7707,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.9145546446229073
7708,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9940012321126638
7709,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9982478379133993
7710,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9993870441502437
7711,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.9911837363576792
7712,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9819249020061819
7713,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.5922198983996748
7714,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9993975217935671
7715,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.979585050085747
7716,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9980056799451056
7717,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.9698380035520916
7718,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.9387421168588062
7719,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9931687302305235
7720,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9998376633096937
7721,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.999842430147431
7722,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9995707924467956
7723,"[Guess]: No

[Confidence]: 1.0",No,1.0,0.9940197243198808
7724,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9953096405958299
7725,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9993928782935382
7726,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.877824899487257
7727,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9705287468179804
7728,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9795252262935783
7729,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.4976019129995016
7730,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.8654930584890917
7731,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.8346575523228242
7732,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.9315660641648735
7733,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.6783444864022864
7734,"[Guess]: Yes

[Confidence]: 0.8",Yes,0.8,0.9998588761135945
7735,"[Guess]: Yes

[Confidence]: 0.8",Yes,0.8,0.9991246977620586
7736,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.9817508005988007
7737,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.9702484485604936
7738,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.9987503428476227
7739,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9912768522480983
7740,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9979807464225986
7741,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.9574473572677716
7742,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.49892294254738534
7743,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.9962628598221344
7744,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.865712513339656
7745,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9973620804617049
7746,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.9522024034216667
7747,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.9992851364546496
7748,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.9967062837450094
7749,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.9983690203467038
7750,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.7757433030735622
7751,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9874810414635782
7752,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.8929151106492242
7753,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9857923627430131
7754,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.678396545220548
7755,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.903613276332147
7756,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.5610048665825824
7757,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.9522916913962245
7758,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9957240856440959
7759,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.6783832622608859
7760,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.9462995860522219
7761,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.5306581188478617
7762,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.932128347853884
7763,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.9666433118636325
7764,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.7762141940364372
7765,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9839806233520271
7766,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9970839666594044
7767,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.5921061404671452
7768,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.6784479003573317
7769,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.9624538283370014
7770,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.9227973373439923
7771,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9967213239111323
7772,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.8509127033864645
7773,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.8164169218004745
7774,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.9887027564215535
7775,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9966847308237525
7776,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.8517867501938171
7777,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.7053349589394198
7778,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.979551877243192
7779,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.8929885864884965
7780,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.7054582766743025
7781,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.7050936204596152
7782,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9977337338698221
7783,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.9321342579802928
7784,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9974278974209927
7785,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9932100046737439
7786,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9984331876906817
7787,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9993838294553344
7788,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.9952216686381317
7789,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.904071279314316
7790,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.9939045413984703
7791,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.9946143188332811
7792,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.795634461305692
7793,"[Guess]: Yes

[Confidence]: 0.8",Yes,0.8,0.9988829468246668
7794,"[Guess]: No

[Confidence]: 0.8",No,0.8,0.9459847780324062
7795,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.7542131917243369
7796,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.9911685106687702
7797,"[Guess]: No

[Confidence]: 0.9",No,0.9,0.997674639830629
7798,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.9391100475144397
7799,"[Guess]: Yes

[Confidence]: 0.8",Yes,0.8,0.999216574760583
7800,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.9939136090654674
7801,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.9922286968613488
7802,"[Guess]: Yes

[Confidence]: 0.8",Yes,0.8,0.9962736270238697
7803,"[Guess]: Yes

[Confidence]: 0.7",Yes,0.7,0.9922864427641526
7804,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.7050790372918172
7805,"[Guess]: Yes

[Confidence]: 0.6",Yes,0.6,0.6501010315283249
